fips_ipeds,year,fourcat,dif_amind,dif_asian,dif_black,dif_hispa,dif_multi,dif_pacis,dif_white
Alabama,2017,Private More Selective,-0.5300548,-3.036884,-3.927545,-17.25858,-1.229318,-0.1420654,28.99342
Alabama,2009,Private Nonselective,0.1309347,0.1713366,-6.779719,0.7226644,-1.258401,,-3.260704
Alabama,2010,Private Nonselective,-0.2659956,-0.7785722,-3.837199,-1.514288,-1.713981,0.0628817,-12.40147
Alabama,2011,Private Nonselective,1.204207,-1.351211,-16.82585,-1.740003,-1.773589,0.1040743,-29.26578
Alabama,2012,Private Nonselective,-0.3912136,-0.6776728,-4.065042,-2.786046,-1.642685,0.3277219,-29.35895
Alabama,2013,Private Nonselective,-0.126473,-0.773447,0.5981114,-2.413573,-1.471497,0.3728799,-23.36839
Alabama,2014,Private Nonselective,0.7700223,-0.7057472,-13.68019,0.0559311,0.1747176,0.5377055,-5.917567
Alabama,2015,Private Nonselective,0.7263265,-1.39413,-9.15842,2.918125,-0.8615834,-0.0768929,-5.987567
Alabama,2016,Private Nonselective,1.15089,-0.3033961,-14.43197,1.634795,4.47498,-0.0593433,3.336732
Alabama,2017,Private Nonselective,-0.5641952,-1.802255,-14.88404,1.523455,0.8347613,0.5995764,8.400455
Alabama,2009,Private Selective,-0.0074263,-1.057856,33.55692,-3.694894,-1.119297,,-33.95258
Alabama,2010,Private Selective,-0.0869721,-1.294013,32.56073,-5.265554,-1.289387,-0.071365,-35.87158
Alabama,2011,Private Selective,-0.0598423,-1.188903,36.64297,-4.848622,-1.10011,0.0265238,-34.99831
Alabama,2012,Private Selective,-0.043692,-1.296377,35.17489,-4.888695,-1.112216,0.0497149,-34.58281
Alabama,2013,Private Selective,0.0194267,-1.242296,33.57814,-4.616175,-1.072225,0.0840273,-33.7414
Alabama,2014,Private Selective,0.1099051,-1.326948,32.53849,-4.012097,-1.028436,-0.0033026,-32.72363
Alabama,2015,Private Selective,0.1229247,-1.323441,34.29335,-3.749224,-0.9580667,0.0321299,-32.34239
Alabama,2016,Private Selective,-0.0391285,-1.362844,30.22725,-3.570538,-0.8035298,0.0473697,-32.69812
Alabama,2017,Private Selective,-0.0670135,-1.283519,31.43686,-3.453551,-0.5109174,0.37885,-32.10617
Alabama,2009,Public More Selective,0.1415358,0.3003284,-22.25535,-1.156018,,,23.98954
Alabama,2010,Public More Selective,0.0444531,0.2259411,-19.70154,-2.97673,-1.228596,-0.0796414,25.1908
Alabama,2011,Public More Selective,0.039289,0.1937944,-20.64324,-2.453163,-0.872352,-0.0291946,23.32061
Alabama,2012,Public More Selective,0.0195992,0.2071781,-21.25643,-2.271564,-0.5192395,0.0022917,22.91303
Alabama,2013,Public More Selective,0.0382539,0.2728406,-21.53032,-2.173268,-0.3653522,0.0243379,22.60566
Alabama,2014,Public More Selective,-0.0214441,0.2637029,-22.05151,-1.731135,-0.1508432,0.0205605,22.44744
Alabama,2015,Public More Selective,-0.0076614,0.4070408,-22.44601,-0.8413854,0.0545534,0.0274409,21.79638
Alabama,2016,Public More Selective,-0.0456309,0.4143258,-22.90805,-0.4201064,0.2961492,0.0518428,21.53422
Alabama,2017,Public More Selective,-0.1894916,0.3608107,-23.08285,-0.4549667,0.5293195,0.0616729,21.46859
Alabama,2009,Public Nonselective,1.314118,0.0167792,2.879236,-0.8564407,-1.120007,,-6.217344
Alabama,2010,Public Nonselective,1.171291,-0.2881714,6.008656,-2.95352,-1.243626,-0.0367985,-7.624883
Alabama,2011,Public Nonselective,0.805191,-0.438947,4.246728,-2.255442,-0.4347054,0.0385314,-7.962973
Alabama,2012,Public Nonselective,0.7165814,-0.4435169,2.23622,-2.362186,0.0312855,0.0468742,-5.588984
Alabama,2013,Public Nonselective,0.578124,-0.4563432,0.1528408,-2.128695,0.4275625,0.068244,-4.729316
Alabama,2014,Public Nonselective,0.5305921,-0.5141647,-2.633949,-1.667399,0.799898,0.0833498,-1.845863
Alabama,2015,Public Nonselective,0.4891998,-0.5022507,-5.250787,-1.131691,0.9625759,0.0704124,-0.1567529
Alabama,2016,Public Nonselective,0.3222794,-0.4881207,-5.157872,-0.9435086,0.9274365,0.1279872,-0.735908
Alabama,2017,Public Nonselective,0.1720266,-0.408847,-5.810203,-0.9687392,0.7473494,0.119061,0.214286
Alabama,2009,Public Selective,0.1561981,0.906247,0.984149,-2.020737,-0.7184934,,-3.838801
Alabama,2010,Public Selective,0.0231436,0.64261,5.429087,-3.81486,-0.870224,0.0274989,-3.922718
Alabama,2011,Public Selective,-0.0257371,0.8319919,3.131335,-3.209386,-0.4776017,0.0690649,-4.837838
Alabama,2012,Public Selective,0.0082598,0.9550019,3.132689,-3.090636,-0.0798288,0.0498545,-4.837296
Alabama,2013,Public Selective,0.0461516,1.001841,3.032969,-3.049598,0.0660466,0.0485655,-4.678323
Alabama,2014,Public Selective,-0.007063,1.005291,2.176478,-2.611425,0.3181995,0.0620074,-4.584878
Alabama,2015,Public Selective,0.0719192,1.172805,1.972297,-2.147108,0.6111979,0.0574373,-5.290375
Alabama,2016,Public Selective,0.088923,1.228551,1.355653,-1.949685,0.5429423,0.0547144,-5.525841
Alabama,2017,Public Selective,-0.0524649,1.320817,1.607748,-1.9738,0.4396139,0.0773504,-4.579554
Alaska,2009,Private Selective,10.57462,-2.054208,-2.198109,-3.681677,-9.240452,,3.013647
Alaska,2010,Private Selective,7.12708,-3.776166,-0.6484106,-3.070289,-6.971064,-1.841496,2.754217
Alaska,2011,Private Selective,8.695329,-4.494355,-0.5024258,-3.879456,-6.974638,-1.408829,-2.992672
Alaska,2012,Private Selective,5.33889,-4.06697,-2.763523,-4.842989,1.10034,-1.010469,-6.068635
Alaska,2013,Private Selective,9.829806,-3.904031,-2.591884,-5.098771,-0.6797358,-1.349396,-4.488832
Alaska,2014,Private Selective,11.53133,-3.417173,-2.557861,-5.418534,-1.257444,-0.9768264,-5.145818
Alaska,2015,Private Selective,12.75773,-4.087763,-1.61065,-7.215245,-1.1274,-1.504905,-2.088755
Alaska,2016,Private Selective,8.452134,-4.991945,-0.8542296,-9.031533,4.083827,-1.131405,-7.123998
Alaska,2017,Private Selective,9.630701,-5.0016,-1.04401,-4.756989,2.092749,-1.168593,-6.787762
Alaska,2009,Public Nonselective,1.53766,2.109907,-2.545454,-5.284426,-3.009742,,1.08519
Alaska,2010,Public Nonselective,-1.563525,-0.0784555,-0.9710168,-1.411399,-2.345711,-0.9369483,1.74913
Alaska,2011,Public Nonselective,-0.4616212,1.228534,-1.321634,-1.320385,-3.307131,-0.889322,-1.627192
Alaska,2012,Public Nonselective,-0.9171362,0.689835,-1.347373,-1.133505,-2.062862,-0.8821568,-2.620028
Alaska,2013,Public Nonselective,-1.069313,1.143924,-1.754397,-1.209041,-1.203317,-0.9564192,-1.795787
Alaska,2014,Public Nonselective,-1.299836,1.393664,-1.696309,-1.31091,-1.346242,-0.9844483,-1.302969
Alaska,2015,Public Nonselective,-1.065682,1.386439,-1.720468,-1.063295,-1.047817,-0.819327,-1.134885
Alaska,2016,Public Nonselective,-1.807151,1.32395,-1.222363,-1.260394,-0.8533714,-1.01136,-0.2848757
Alaska,2017,Public Nonselective,-2.599039,1.397732,-1.575127,-1.13083,-0.2546224,-1.042681,0.8716915
Alaska,2009,Public Selective,8.200865,-0.3590025,-4.234576,-5.275686,0.6062403,,-4.233241
Alaska,2010,Public Selective,6.959194,-0.8960091,-2.500947,-2.289385,-1.558857,-0.1895054,-14.00101
Alaska,2011,Public Selective,6.288721,-1.774679,-3.046904,-2.785255,-0.8365169,0.0155676,-16.57112
Alaska,2012,Public Selective,5.42397,-1.776925,-3.905645,-2.718374,-1.954299,-0.3669786,-19.42437
Alaska,2013,Public Selective,6.221026,-1.059673,-3.226218,-3.54458,-3.168758,-0.2618358,-22.24323
Alaska,2014,Public Selective,6.533431,-2.231042,-3.065293,-3.834878,-5.237803,-0.3483265,-22.50619
Alaska,2015,Public Selective,7.769608,-1.081804,-3.042947,-4.106747,-6.476006,-0.4746006,-21.17396
Alaska,2016,Public Selective,8.725046,-2.034911,-3.696877,-3.194716,-7.327336,-0.1967832,-18.52195
Alaska,2017,Public Selective,7.759043,-1.339102,-3.572173,-3.105126,-2.233692,0.1463561,-12.14842
Arizona,2009,For-Profit,-2.514663,-0.8138946,2.435944,-27.13275,-1.240128,,-21.19538
Arizona,2010,For-Profit,-2.038017,-1.655398,7.465618,-21.05933,-2.405034,-0.0075274,-15.18377
Arizona,2011,For-Profit,-2.181422,-0.0563913,11.16607,-20.35401,-1.212657,0.1760387,-10.02118
Arizona,2012,For-Profit,-2.183587,0.3046338,13.80525,-19.03235,-0.7973129,0.215689,-5.857601
Arizona,2013,For-Profit,-2.224969,0.7036729,12.43652,-16.86454,-0.9210075,0.2404106,-1.583349
Arizona,2014,For-Profit,-2.087519,1.161333,12.21499,-16.55724,-0.6091936,0.254909,3.784953
Arizona,2015,For-Profit,-1.998167,0.4178152,11.47421,-14.60483,-0.4808763,0.3548667,5.393789
Arizona,2016,For-Profit,-1.8713,0.16994,11.13195,-14.51411,-0.4079843,0.3974802,6.704762
Arizona,2017,For-Profit,-1.764135,-0.3866752,10.92946,-14.90225,-0.3252029,0.4041918,7.177316
Arizona,2009,Private More Selective,0.2671351,2.503751,-11.45867,-8.256489,,,10.28386
Arizona,2010,Private More Selective,-0.0610352,1.337412,-11.72138,-8.791601,0.416065,0.2696882,14.7036
Arizona,2011,Private More Selective,0.1758302,0.8194659,-11.86669,-7.311352,0.7410804,0.2132867,12.25277
Arizona,2012,Private More Selective,-0.1984073,0.2275113,-12.09268,-8.986561,2.793222,0.2107457,8.488769
Arizona,2013,Private More Selective,-0.3573262,0.2928529,-12.24074,-11.31008,4.3869,0.4057562,7.635456
Arizona,2014,Private More Selective,-0.5514892,0.7901635,-12.38712,-13.53493,6.017531,0.3524961,5.563104
Arizona,2015,Private More Selective,-0.4450935,0.2163474,-12.01454,-15.23227,6.061083,0.4328346,7.588542
Arizona,2016,Private More Selective,-0.5587129,0.5926594,-11.92584,-15.79021,7.299561,0.4726915,9.527797
Arizona,2017,Private More Selective,-0.6259438,0.7222093,-11.83514,-14.03164,6.061846,0.445861,11.55985
Arizona,2009,Private Nonselective,-1.177317,-0.8727905,2.085135,-20.64637,-2.6705,,6.641719
Arizona,2010,Private Nonselective,-0.7797762,-1.021714,2.657963,-16.68564,-3.551907,-0.2449485,6.716895
Arizona,2011,Private Nonselective,-1.407531,-1.654958,3.184133,-17.64538,-2.939864,-0.2034339,9.507569
Arizona,2012,Private Nonselective,-0.8268373,-2.377636,-1.017112,-22.38141,-2.945952,-0.2196831,-10.98359
Arizona,2013,Private Nonselective,-0.540283,-2.03458,3.034064,-19.13872,-3.105888,-0.2212326,-1.966595
Arizona,2014,Private Nonselective,0.1684469,-2.145564,3.167326,-19.52374,-0.3810792,0.0293317,11.59656
Arizona,2015,Private Nonselective,-0.2408465,-2.518942,4.135942,-32.11168,0.1486029,0.3217865,12.38237
Arizona,2016,Private Nonselective,-0.3722299,-1.707009,3.872871,-32.35353,0.3156335,0.0643749,24.14088
Arizona,2017,Private Nonselective,-0.9475311,-1.818542,4.413997,-14.78072,-2.155881,0.2778068,20.41402
Arizona,2009,Private Selective,-1.886145,-0.5671836,-1.932618,-28.27651,-0.3425431,,41.04265
Arizona,2010,Private Selective,-1.644672,-1.438876,-1.814463,-22.85018,-0.9415191,-0.1597302,39.4177
Arizona,2011,Private Selective,-2.146962,-1.836463,-1.541681,-24.45611,-0.1179836,0.0440367,31.35819
Arizona,2012,Private Selective,-1.499952,-2.01354,-1.900127,-25.73741,-0.6994235,0.2715606,23.46156
Arizona,2013,Private Selective,-1.921026,-1.597606,-2.227056,-22.9621,0.2499123,-0.1327776,20.92339
Arizona,2014,Private Selective,-1.135705,-1.346783,0.3589827,-22.84927,1.222902,0.237654,19.82932
Arizona,2015,Private Selective,-1.358647,-1.686097,3.174423,-20.56952,1.88479,0.2536758,16.65513
Arizona,2016,Private Selective,-1.317487,-2.213725,4.98935,-18.36999,2.672044,0.2660441,15.49255
Arizona,2017,Private Selective,-1.191413,-2.810372,5.25533,-17.09511,3.972308,0.0544926,11.3045
Arizona,2009,Public More Selective,-3.44116,4.135636,1.290083,-16.63105,,,21.49735
Arizona,2010,Public More Selective,-3.203473,3.431353,0.937131,-12.85081,-2.279396,-0.1043327,21.86948
Arizona,2011,Public More Selective,-3.539685,3.269035,0.737027,-14.13647,-0.8325582,-0.000841,17.83953
Arizona,2012,Public More Selective,-3.867542,3.275503,0.3173772,-14.1244,-0.0400582,0.0565831,16.88198
Arizona,2013,Public More Selective,-4.064807,4.064324,-0.9098581,-15.46296,0.3098816,0.0467768,15.64164
Arizona,2014,Public More Selective,-3.987293,4.114898,-0.9079317,-15.68259,0.526565,0.0466505,13.59513
Arizona,2015,Public More Selective,-3.969031,4.084874,-0.9972444,-16.04964,0.4481765,0.0314933,12.17582
Arizona,2016,Public More Selective,-3.896826,4.163221,-0.9332579,-15.63558,0.2184784,0.0340612,11.77488
Arizona,2017,Public More Selective,-3.812583,4.302007,-0.8284381,-15.13393,0.087952,0.015834,11.75814
Arizona,2013,Public Nonselective,-2.127792,0.5597003,3.529937,-15.97873,0.4781556,0.324425,18.51486
Arizona,2014,Public Nonselective,-2.030735,0.5602252,2.693028,-16.13405,0.4122294,0.3252938,20.13802
Arizona,2015,Public Nonselective,-2.030934,0.4320996,1.681869,-16.78694,0.5484384,0.2638227,22.20501
Arizona,2016,Public Nonselective,-2.120257,0.4810981,1.049734,-16.09853,0.5356479,0.197071,23.6082
Arizona,2017,Public Nonselective,-2.002833,0.4590183,1.252409,-16.06085,0.1699939,0.1867945,24.01104
Arizona,2009,Public Selective,-1.356521,2.557847,-0.9293435,-14.44179,-0.3610469,,19.61797
Arizona,2010,Public Selective,-1.95488,1.251135,-0.9692227,-9.468953,-0.2861754,0.0586693,17.97173
Arizona,2011,Public Selective,-2.392797,1.466638,-1.133519,-10.38361,0.7797967,0.0432773,14.27746
Arizona,2012,Public Selective,-2.803367,1.181483,-1.503329,-9.320023,1.257544,0.045451,12.18154
Arizona,2013,Public Selective,-2.593338,1.328423,-1.163441,-8.207346,0.8863228,0.0742665,11.27803
Arizona,2014,Public Selective,-2.557599,1.242573,-0.9734644,-7.612361,1.003434,0.0720073,10.52122
Arizona,2015,Public Selective,-2.380278,1.160339,-0.7877089,-7.780798,0.9243936,0.0746865,10.25318
Arizona,2016,Public Selective,-2.406828,1.058635,-0.7793885,-6.731165,0.9352791,0.0479456,9.241871
Arizona,2017,Public Selective,-2.259215,0.8276219,-0.6063194,-6.298916,0.7674792,0.0471584,8.989086
Arkansas,2009,For-Profit,-0.6969609,-0.4510009,8.594304,-4.192416,,,-35.68406
Arkansas,2010,For-Profit,-1.444373,-1.059589,17.34334,-4.561552,-1.8751,0.0856306,-35.17921
Arkansas,2011,For-Profit,-1.246158,-1.137839,17.04344,-3.524214,-1.119213,0.3184924,-34.80932
Arkansas,2012,For-Profit,-1.342132,-1.070404,14.18351,-4.099503,-1.232569,0.330958,-32.87385
Arkansas,2013,For-Profit,0.4942889,-0.6779879,6.669431,-2.329068,0.1849551,0.3742285,-31.02369
Arkansas,2014,For-Profit,-0.3536859,-1.121235,44.21267,-1.264333,-0.6621264,0.6459727,-40.48071
Arkansas,2015,For-Profit,-0.3872954,-1.193687,45.83645,-3.948177,-0.1768744,0.6469188,-39.2486
Arkansas,2016,For-Profit,0.6171938,-1.195405,45.92778,-2.718181,-0.7702153,-0.0296146,-41.6337
Arkansas,2017,For-Profit,0.5423374,-0.6572375,46.75503,-5.145439,1.17283,-0.0360602,-42.49181
Arkansas,2009,Private More Selective,1.158987,-2.521724,-9.953494,-13.30576,-2.390635,,24.48046
Arkansas,2010,Private More Selective,-0.267875,-3.318945,-9.700273,-14.92752,-1.305622,-0.1523248,29.58101
Arkansas,2011,Private More Selective,-0.2053368,-3.347127,-9.82181,-14.6526,-0.9442224,-0.1718287,27.51423
Arkansas,2012,Private More Selective,-0.2572114,-3.380054,-10.4421,-14.77394,-1.075443,-0.171298,27.33608
Arkansas,2013,Private More Selective,0.2834401,-3.096568,-10.38613,-14.96511,-1.47101,-0.1558724,27.71433
Arkansas,2014,Private More Selective,0.2464136,-3.004377,-10.00751,-14.8799,-1.669332,-0.1813214,27.96574
Arkansas,2015,Private More Selective,0.2083776,-3.254975,-9.896151,-14.8244,-1.456162,-0.1809054,28.20048
Arkansas,2016,Private More Selective,-0.0510735,-3.303545,-9.579381,-15.52475,-0.5874143,-0.1919698,27.53563
Arkansas,2017,Private More Selective,0.0850103,-3.248266,-9.480843,-15.13719,-0.7076444,-0.1823448,26.88612
Arkansas,2009,Private Nonselective,-3.379982,0.3249631,-3.586022,-2.623575,-3.368184,,-24.48233
Arkansas,2010,Private Nonselective,-4.09875,-0.8949934,4.366685,-7.238489,-3.914888,-0.2475849,-14.53277
Arkansas,2011,Private Nonselective,-3.326459,0.6706622,6.611909,-4.91486,-4.018166,-0.1546307,-9.353942
Arkansas,2012,Private Nonselective,-2.005984,1.127819,-1.468086,-4.632914,-0.7515382,-0.1838102,-17.80269
Arkansas,2013,Private Nonselective,-1.23118,0.0886507,-1.006392,-1.28096,-1.575838,0.3972048,-7.103747
Arkansas,2014,Private Nonselective,-2.395453,-0.3799325,3.619438,3.304245,-3.32161,-0.1524204,-10.96712
Arkansas,2015,Private Nonselective,-1.858523,-1.048537,-0.0375576,-0.8678675,-3.230286,0.1984461,2.889532
Arkansas,2016,Private Nonselective,-1.908895,-0.7345263,-1.179169,4.304986,-3.994117,0.5238605,1.528394
Arkansas,2017,Private Nonselective,-1.999662,-1.533872,3.050674,2.871811,-3.720177,0.2219696,-4.673618
Arkansas,2009,Private Selective,0.1316741,-0.6494722,-3.032259,-3.083199,-1.596027,,5.334787
Arkansas,2010,Private Selective,-0.596068,-0.9810399,-1.459568,-3.859356,-1.605345,-0.0317969,6.93626
Arkansas,2011,Private Selective,-0.1200801,-0.9019614,0.4517785,-3.403976,-1.236788,0.0148049,2.985879
Arkansas,2012,Private Selective,-0.1870191,-0.8928486,0.1853863,-2.939477,-1.243436,0.053259,2.872962
Arkansas,2013,Private Selective,-0.4098653,-0.8771935,-1.502534,-2.607788,-1.312908,0.0862953,3.998149
Arkansas,2014,Private Selective,-0.2363785,-0.8737904,-0.7641066,-2.110198,-1.32807,0.0357132,2.459513
Arkansas,2015,Private Selective,-0.1856727,-0.9450657,-0.5620453,-1.908669,-1.650091,0.0775351,2.148356
Arkansas,2016,Private Selective,-0.5827762,-0.9712736,2.441415,-1.828478,-1.343524,0.0994769,-1.243239
Arkansas,2017,Private Selective,-0.5196611,-0.9528557,5.73918,-1.62896,-1.118761,0.1130311,-5.86477
Arkansas,2009,Public More Selective,0.9430869,1.419496,-14.41142,-2.799924,-0.4039654,,14.92143
Arkansas,2010,Public More Selective,0.7982992,1.021173,-12.84529,-3.266619,0.1931477,-0.1686057,15.62623
Arkansas,2011,Public More Selective,0.7217232,1.12913,-13.5149,-2.880014,0.9053068,-0.0808903,13.80407
Arkansas,2012,Public More Selective,0.5843804,1.01947,-13.37992,-2.425135,1.10454,-0.1286683,13.26562
Arkansas,2013,Public More Selective,0.5469783,0.7732868,-13.44359,-1.618952,1.155005,-0.1290228,12.40828
Arkansas,2014,Public More Selective,0.5786935,1.035922,-13.6153,-1.188809,0.9519231,-0.0810746,11.7109
Arkansas,2015,Public More Selective,0.5035089,0.8439097,-13.80707,-0.6394125,0.8641841,-0.0662992,11.47282
Arkansas,2016,Public More Selective,0.4292326,0.775547,-13.94541,-0.1366146,0.766002,-0.1019541,11.52425
Arkansas,2017,Public More Selective,0.2884732,0.790572,-14.13016,0.1099885,0.8271098,-0.113135,11.9414
Arkansas,2009,Public Nonselective,0.4001257,0.8388681,-4.348088,-2.875082,-1.479609,,7.737981
Arkansas,2010,Public Nonselective,0.2723142,0.4476162,-2.130795,-3.616216,-0.5579912,-0.0466645,6.212976
Arkansas,2011,Public Nonselective,0.4020196,0.3618926,-3.144448,-3.194018,-0.3088512,0.0372356,4.259532
Arkansas,2012,Public Nonselective,0.603945,0.8274835,-2.168808,-3.598976,1.238999,-0.1123086,3.874893
Arkansas,2013,Public Nonselective,0.5794796,0.7661121,-2.009011,-2.75472,1.949979,-0.0822051,1.882275
Arkansas,2014,Public Nonselective,0.5194961,0.7633474,-1.689966,-2.144927,2.108838,-0.0294627,0.3933955
Arkansas,2015,Public Nonselective,0.3557573,0.7148,-1.729968,-1.516318,2.54282,0.0097134,-0.6136876
Arkansas,2016,Public Nonselective,0.3951335,0.6539166,-2.219143,-1.028745,3.01536,-0.0450955,-0.7536091
Arkansas,2017,Public Nonselective,0.3297226,0.7170724,-1.820229,-2.105291,3.169983,-0.0828372,-0.1047543
Arkansas,2009,Public Selective,-0.0829456,0.0084771,3.415694,-3.60497,-0.1673575,,-4.989815
Arkansas,2010,Public Selective,-0.1826907,-0.2830994,8.180849,-3.775773,-0.1537475,-0.0945465,-7.667156
Arkansas,2011,Public Selective,-0.0069317,0.0009197,6.515232,-3.725216,-0.1389258,0.0103324,-7.248403
Arkansas,2012,Public Selective,-0.0601004,-0.1098771,5.31846,-3.107805,0.3388902,0.0609518,-6.530992
Arkansas,2013,Public Selective,0.0197863,-0.1371898,4.274066,-2.709936,0.6420913,0.0585968,-6.106156
Arkansas,2014,Public Selective,0.0608195,0.0152361,4.179759,-2.214134,0.6648107,0.077891,-5.852429
Arkansas,2015,Public Selective,0.083038,-0.1127754,3.591514,-2.10715,0.621873,0.0449274,-5.36288
Arkansas,2016,Public Selective,0.0463376,0.0155012,2.947656,-1.815183,0.4892738,0.0467901,-5.200151
Arkansas,2017,Public Selective,0.0323229,0.1809517,2.143244,-1.589802,0.3457993,0.0249242,-4.221508
California,2009,For-Profit,-0.0216749,-4.029001,2.140257,-16.179,-3.167167,,-7.188717
California,2010,For-Profit,-0.167922,-5.685253,2.924526,-15.13925,-3.51717,0.4483967,-2.739644
California,2011,For-Profit,-0.0623972,-6.299804,3.332001,-13.03024,-2.473886,0.5723619,-6.243997
California,2012,For-Profit,-0.1124025,-3.770077,3.375362,-12.23103,-2.087634,0.8333759,-5.97789
California,2013,For-Profit,-0.2104868,-2.617254,2.825364,-13.43319,-2.0321,0.9898909,-5.553639
California,2014,For-Profit,0.1233272,-4.584015,17.54605,-23.68686,-1.615008,0.6523393,13.22684
California,2015,For-Profit,0.1847922,-3.833791,17.67096,-24.18325,-1.25964,0.66998,14.0194
California,2016,For-Profit,0.1098274,-3.499481,18.92576,-24.98109,-0.9849882,0.6428102,13.77281
California,2017,For-Profit,0.0936582,-3.325105,18.78876,-25.02517,-0.7447238,0.790425,12.94446
California,2009,Private More Selective,-0.0176911,13.5377,-8.831159,-2.649578,0.5844491,,-6.668889
California,2010,Private More Selective,-0.5037847,10.75125,-9.185203,-2.999195,1.667935,0.2735063,-3.724132
California,2011,Private More Selective,-0.3795756,11.09717,-9.400957,-2.586167,2.668354,0.198437,-6.635243
California,2012,Private More Selective,-0.4639568,11.29856,-9.83544,-2.045546,2.692503,0.0898813,-7.298461
California,2013,Private More Selective,-0.5292507,11.49961,-10.00036,-1.976295,2.991286,0.0908971,-8.010213
California,2014,Private More Selective,-0.5238661,11.54732,-10.14468,-2.251904,3.183674,0.1198826,-8.484986
California,2015,Private More Selective,-0.5604696,11.47171,-10.10376,-2.204256,3.166181,0.1204619,-8.041804
California,2016,Private More Selective,-0.5969178,11.45952,-9.919368,-2.095092,2.96724,0.1506532,-8.247433
California,2017,Private More Selective,-0.6337519,11.24393,-9.688685,-1.741416,3.059736,0.155882,-8.226199
California,2009,Private Nonselective,0.1173314,3.777878,2.095718,-15.26378,-1.7702,,14.22498
California,2010,Private Nonselective,-0.0518907,2.446828,2.732859,-15.30653,-2.488589,0.8464144,16.2692
California,2011,Private Nonselective,0.0886636,1.366734,3.302286,-14.85602,-0.7505642,0.8498188,14.46278
California,2012,Private Nonselective,0.0592988,0.6382727,3.089948,-13.2901,-0.2761745,0.8638912,13.3956
California,2013,Private Nonselective,0.0095439,0.9190775,2.587183,-11.92633,-0.018691,0.9019396,12.96177
California,2014,Private Nonselective,-0.0887116,1.2125,2.458357,-10.9375,0.1386101,0.9311735,11.79427
California,2015,Private Nonselective,-0.1552243,1.048839,2.515663,-10.33321,0.3692185,0.8908018,11.34731
California,2016,Private Nonselective,-0.137039,1.292419,2.442697,-10.61455,0.4561259,0.734749,11.14171
California,2017,Private Nonselective,-0.1309537,0.8533055,2.142299,-11.35295,0.3186291,0.6954464,11.88415
California,2009,Private Selective,0.1905926,1.159139,-0.2420066,-17.22255,-2.571621,,21.43424
California,2010,Private Selective,-0.0682181,-0.0150541,-0.1991665,-15.74103,-3.099794,0.3424367,22.14783
California,2011,Private Selective,-0.055043,-0.5935664,-0.6259081,-14.79148,-0.9934904,0.4063981,19.67451
California,2012,Private Selective,-0.1884887,-0.486131,-0.6116083,-13.0521,-0.2601547,0.3796778,17.47045
California,2013,Private Selective,-0.1558162,-0.2477973,-0.8768559,-12.67709,0.0282188,0.335844,16.89506
California,2014,Private Selective,-0.1883328,-0.1673823,-0.8288968,-12.47791,0.3507698,0.3746967,15.43511
California,2015,Private Selective,-0.1901962,0.2440604,-0.8211955,-11.70993,0.6360715,0.4325683,14.55309
California,2016,Private Selective,-0.2015239,0.2087467,-0.7818494,-10.58215,0.6383853,0.4666537,13.78575
California,2017,Private Selective,-0.1882584,0.3347733,-0.4383174,-9.520073,0.6516159,0.4269609,13.16184
California,2009,Public More Selective,-0.1970606,25.40887,-2.808608,-20.13628,,,6.87715
California,2010,Public More Selective,-0.4160233,22.3636,-2.339547,-17.76036,-2.780099,-0.0252306,8.708085
